"","MonthEnd","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","LessThan4WeekWait","LessThan4WeekWaitQF","X4To8WeekWait","X4To8WeekWaitQF","X8To12WeekWait","X8To12WeekWaitQF","X12To16WeekWait","X12To16WeekWaitQF","X16To20WeekWait","X16To20WeekWaitQF","X20To24WeekWait","X20To24WeekWaitQF","X24To28WeekWait","X24To28WeekWaitQF","X28To32WeekWait","X28To32WeekWaitQF","X32To36WeekWait","X32To36WeekWaitQF","X36To40WeekWait","X36To40WeekWaitQF","X40To44WeekWait","X40To44WeekWaitQF","X44To48WeekWait","X44To48WeekWaitQF","X48To52WeekWait","X48To52WeekWaitQF","X52To65WeekWait","X52To65WeekWaitQF","X65To78WeekWait","X65To78WeekWaitQF","X78To91WeekWait","X78To91WeekWaitQF","X91To104WeekWait","X91To104WeekWaitQF","X104To117WeekWait","X104To117WeekWaitQF","X117To130WeekWait","X117To130WeekWaitQF","X130To143WeekWait","X130To143WeekWaitQF","X143To156WeekWait","X143To156WeekWaitQF","Over156WeekWait","Over156WeekWaitQF","date"
"1",20121231,"S08000015","","Inpatient/Day case","Z9","d",2145,"",1115,"",224,"",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"2",20121231,"S08000016","","Inpatient/Day case","Z9","d",600,"",317,"",77,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"3",20121231,"S08000017","","Inpatient/Day case","Z9","d",823,"",458,"",111,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"4",20121231,"S08000019","","Inpatient/Day case","Z9","d",1099,"",787,"",193,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"5",20121231,"S08000020","","Inpatient/Day case","Z9","d",2749,"",1552,"",648,"",10,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"6",20121231,"S08000022","","Inpatient/Day case","Z9","d",1507,"",701,"",254,"",7,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"7",20121231,"S08000024","","Inpatient/Day case","Z9","d",4273,"",2877,"",675,"",36,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"8",20121231,"S08000025","","Inpatient/Day case","Z9","d",72,"",31,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"9",20121231,"S08000026","","Inpatient/Day case","Z9","d",152,"",53,"",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"10",20121231,"S08000028","","Inpatient/Day case","Z9","d",137,"",79,"",10,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"11",20121231,"S08000029","","Inpatient/Day case","Z9","d",1238,"",882,"",227,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"12",20121231,"S08000030","","Inpatient/Day case","Z9","d",2458,"",1329,"",195,"",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"13",20121231,"S08000031","","Inpatient/Day case","Z9","d",7576,"",3346,"",84,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"14",20121231,"S08000032","","Inpatient/Day case","Z9","d",2369,"",1182,"",123,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"15",20121231,"S92000003","d","Inpatient/Day case","Z9","d",27695,"",14949,"",2825,"",63,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"16",20121231,"SB0801","","Inpatient/Day case","Z9","d",497,"",240,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"17",20121231,"S08000015","","New Outpatient","Z9","d",7888,"",6013,"",2954,"",243,"",143,"",26,"",5,"",4,"",0,"",0,"",1,"",0,"",0,"",1,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"18",20121231,"S08000016","","New Outpatient","Z9","d",2006,"",1317,"",441,"",43,"",9,"",8,"",10,"",6,"",8,"",6,"",7,"",8,"",11,"",8,"",21,"",31,"",32,"",9,"",0,"",0,"",0,"",0,"",2012-12-31
"19",20121231,"S08000017","","New Outpatient","Z9","d",2224,"",1462,"",719,"",20,"",9,"",0,"",3,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"20",20121231,"S08000019","","New Outpatient","Z9","d",4534,"",3713,"",2308,"",767,"",415,"",196,"",124,"",68,"",46,"",45,"",36,"",20,"",1,"",0,"",1,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"21",20121231,"S08000020","","New Outpatient","Z9","d",9233,"",7070,"",6318,"",17,"",4,"",1,"",0,"",1,"",0,"",0,"",0,"",1,"",0,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"22",20121231,"S08000022","","New Outpatient","Z9","d",4749,"",2792,"",1342,"",74,"",30,"",19,"",11,"",14,"",7,"",7,"",4,"",4,"",5,"",6,"",3,"",6,"",4,"",5,"",2,"",6,"",7,"",10,"",2012-12-31
"23",20121231,"S08000024","","New Outpatient","Z9","d",17002,"",12392,"",5889,"",1426,"",495,"",215,"",142,"",76,"",111,"",50,"",41,"",35,"",39,"",84,"",29,"",10,"",10,"",4,"",4,"",8,"",6,"",12,"",2012-12-31
"24",20121231,"S08000025","","New Outpatient","Z9","d",287,"",162,"",24,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"25",20121231,"S08000026","","New Outpatient","Z9","d",410,"",224,"",112,"",20,"",14,"",2,"",3,"",0,"",7,"",1,"",1,"",2,"",1,"",1,"",5,"",1,"",4,"",2,"",2,"",0,"",0,"",0,"",2012-12-31
"26",20121231,"S08000028","","New Outpatient","Z9","d",416,"",256,"",97,"",53,"",21,"",10,"",0,"",1,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"27",20121231,"S08000029","","New Outpatient","Z9","d",5795,"",3740,"",1499,"",541,"",107,"",39,"",6,"",1,"",3,"",0,"",1,"",0,"",2,"",3,"",3,"",2,"",1,"",0,"",1,"",4,"",0,"",5,"",2012-12-31
"28",20121231,"S08000030","","New Outpatient","Z9","d",9213,"",6364,"",2833,"",33,"",10,"",5,"",3,"",3,"",5,"",2,"",3,"",1,"",0,"",0,"",0,"",1,"",2,"",2,"",0,"",0,"",0,"",0,"",2012-12-31
"29",20121231,"S08000031","","New Outpatient","Z9","d",24640,"",18258,"",4370,"",7,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"30",20121231,"S08000032","","New Outpatient","Z9","d",9527,"",7840,"",3826,"",149,"",11,"",7,"",2,"",1,"",2,"",0,"",0,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"31",20121231,"S92000003","d","New Outpatient","Z9","d",98147,"",71650,"",32736,"",3393,"",1271,"",529,"",309,"",175,"",189,"",112,"",95,"",71,"",60,"",107,"",65,"",54,"",55,"",22,"",9,"",18,"",13,"",27,"",2012-12-31
"32",20121231,"SB0801","","New Outpatient","Z9","d",223,"",47,"",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2012-12-31
"33",20130331,"S08000015","","Inpatient/Day case","Z9","d",2148,"",1134,"",329,"",16,"",8,"",3,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"34",20130331,"S08000016","","Inpatient/Day case","Z9","d",639,"",362,"",183,"",9,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"35",20130331,"S08000017","","Inpatient/Day case","Z9","d",863,"",506,"",142,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"36",20130331,"S08000019","","Inpatient/Day case","Z9","d",1173,"",757,"",258,"",12,"",2,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"37",20130331,"S08000020","","Inpatient/Day case","Z9","d",2966,"",1547,"",1121,"",61,"",57,"",29,"",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"38",20130331,"S08000022","","Inpatient/Day case","Z9","d",1519,"",807,"",359,"",43,"",23,"",14,"",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"39",20130331,"S08000024","","Inpatient/Day case","Z9","d",4937,"",2796,"",883,"",110,"",84,"",51,"",25,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"40",20130331,"S08000025","","Inpatient/Day case","Z9","d",76,"",29,"",3,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"41",20130331,"S08000026","","Inpatient/Day case","Z9","d",146,"",65,"",16,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"42",20130331,"S08000028","","Inpatient/Day case","Z9","d",192,"",82,"",16,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"43",20130331,"S08000029","","Inpatient/Day case","Z9","d",968,"",757,"",363,"",20,"",9,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"44",20130331,"S08000030","","Inpatient/Day case","Z9","d",2479,"",1191,"",267,"",18,"",5,"",7,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"45",20130331,"S08000031","","Inpatient/Day case","Z9","d",8188,"",3926,"",160,"",1,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"46",20130331,"S08000032","","Inpatient/Day case","Z9","d",2515,"",1244,"",149,"",1,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"47",20130331,"S92000003","d","Inpatient/Day case","Z9","d",29341,"",15430,"",4258,"",293,"",190,"",110,"",36,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"48",20130331,"SB0801","","Inpatient/Day case","Z9","d",532,"",227,"",9,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"49",20130331,"S08000015","","New Outpatient","Z9","d",8778,"",5583,"",2666,"",227,"",118,"",47,"",26,"",3,"",1,"",1,"",1,"",0,"",0,"",1,"",1,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"50",20130331,"S08000016","","New Outpatient","Z9","d",2151,"",1297,"",545,"",18,"",28,"",21,"",12,"",4,"",8,"",11,"",3,"",9,"",7,"",27,"",8,"",21,"",31,"",32,"",9,"",0,"",0,"",0,"",2013-03-31
"51",20130331,"S08000017","","New Outpatient","Z9","d",2576,"",1338,"",594,"",28,"",16,"",7,"",2,"",0,"",0,"",2,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"52",20130331,"S08000019","","New Outpatient","Z9","d",5403,"",3391,"",2182,"",860,"",628,"",267,"",115,"",79,"",49,"",34,"",34,"",22,"",29,"",24,"",0,"",1,"",0,"",1,"",0,"",0,"",0,"",0,"",2013-03-31
"53",20130331,"S08000020","","New Outpatient","Z9","d",10444,"",6553,"",6033,"",5,"",7,"",3,"",5,"",2,"",0,"",0,"",1,"",0,"",0,"",1,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"54",20130331,"S08000022","","New Outpatient","Z9","d",5613,"",2683,"",1273,"",104,"",106,"",30,"",11,"",6,"",9,"",8,"",13,"",6,"",4,"",14,"",6,"",3,"",4,"",4,"",5,"",2,"",6,"",17,"",2013-03-31
"55",20130331,"S08000024","","New Outpatient","Z9","d",19160,"",11623,"",5176,"",868,"",779,"",460,"",248,"",122,"",91,"",87,"",42,"",84,"",51,"",84,"",32,"",10,"",6,"",9,"",4,"",3,"",8,"",18,"",2013-03-31
"56",20130331,"S08000025","","New Outpatient","Z9","d",270,"",116,"",26,"",1,"",1,"",3,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",1,"",0,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",2013-03-31
"57",20130331,"S08000026","","New Outpatient","Z9","d",454,"",275,"",126,"",20,"",21,"",13,"",13,"",8,"",2,"",1,"",2,"",3,"",2,"",4,"",1,"",3,"",1,"",3,"",2,"",2,"",0,"",0,"",2013-03-31
"58",20130331,"S08000028","","New Outpatient","Z9","d",482,"",274,"",66,"",10,"",14,"",9,"",6,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"59",20130331,"S08000029","","New Outpatient","Z9","d",6509,"",3527,"",1301,"",306,"",149,"",47,"",30,"",3,"",0,"",2,"",0,"",1,"",0,"",3,"",2,"",2,"",0,"",0,"",0,"",0,"",3,"",5,"",2013-03-31
"60",20130331,"S08000030","","New Outpatient","Z9","d",10452,"",5517,"",1829,"",46,"",62,"",40,"",8,"",3,"",1,"",1,"",0,"",2,"",1,"",1,"",0,"",0,"",1,"",2,"",1,"",0,"",0,"",0,"",2013-03-31
"61",20130331,"S08000031","","New Outpatient","Z9","d",28924,"",16544,"",3121,"",11,"",11,"",2,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"62",20130331,"S08000032","","New Outpatient","Z9","d",10762,"",7675,"",2845,"",62,"",43,"",39,"",16,"",1,"",1,"",0,"",1,"",1,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"63",20130331,"S92000003","d","New Outpatient","Z9","d",112142,"",66426,"",27789,"",2566,"",1983,"",988,"",494,"",233,"",162,"",148,"",97,"",128,"",94,"",161,"",54,"",43,"",46,"",52,"",21,"",7,"",17,"",40,"",2013-03-31
"64",20130331,"SB0801","","New Outpatient","Z9","d",164,"",30,"",6,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-03-31
"65",20130630,"S08000015","","Inpatient/Day case","Z9","d",2378,"",1131,"",212,"",4,"",0,"",3,"",2,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"66",20130630,"S08000016","","Inpatient/Day case","Z9","d",723,"",331,"",177,"",3,"",4,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"67",20130630,"S08000017","","Inpatient/Day case","Z9","d",958,"",447,"",185,"",17,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"68",20130630,"S08000019","","Inpatient/Day case","Z9","d",1219,"",758,"",234,"",3,"",2,"",5,"",1,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"69",20130630,"S08000020","","Inpatient/Day case","Z9","d",3008,"",1535,"",1324,"",62,"",56,"",54,"",14,"",10,"",13,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"70",20130630,"S08000022","","Inpatient/Day case","Z9","d",1732,"",763,"",215,"",7,"",8,"",7,"",2,"",0,"",3,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"71",20130630,"S08000024","","Inpatient/Day case","Z9","d",5268,"",2565,"",1012,"",218,"",99,"",64,"",28,"",22,"",16,"",8,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"72",20130630,"S08000025","","Inpatient/Day case","Z9","d",93,"",33,"",10,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"73",20130630,"S08000026","","Inpatient/Day case","Z9","d",166,"",87,"",7,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"74",20130630,"S08000028","","Inpatient/Day case","Z9","d",173,"",112,"",26,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"75",20130630,"S08000029","","Inpatient/Day case","Z9","d",1189,"",613,"",274,"",3,"",2,"",2,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"76",20130630,"S08000030","","Inpatient/Day case","Z9","d",2680,"",997,"",184,"",11,"",10,"",2,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"77",20130630,"S08000031","","Inpatient/Day case","Z9","d",9484,"",3714,"",174,"",2,"",2,"",1,"",1,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"78",20130630,"S08000032","","Inpatient/Day case","Z9","d",2618,"",1284,"",242,"",2,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"79",20130630,"S92000003","d","Inpatient/Day case","Z9","d",32208,"",14578,"",4281,"",332,"",184,"",140,"",50,"",37,"",35,"",12,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"80",20130630,"SB0801","","Inpatient/Day case","Z9","d",519,"",208,"",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"81",20130630,"S08000015","","New Outpatient","Z9","d",9471,"",5429,"",3296,"",530,"",167,"",49,"",31,"",14,"",10,"",7,"",1,"",0,"",0,"",2,"",1,"",1,"",1,"",1,"",0,"",0,"",0,"",0,"",2013-06-30
"82",20130630,"S08000016","","New Outpatient","Z9","d",2396,"",1518,"",863,"",117,"",30,"",19,"",9,"",14,"",13,"",10,"",5,"",10,"",10,"",20,"",27,"",8,"",21,"",31,"",32,"",9,"",0,"",0,"",2013-06-30
"83",20130630,"S08000017","","New Outpatient","Z9","d",2598,"",1540,"",798,"",73,"",20,"",11,"",0,"",1,"",1,"",0,"",0,"",0,"",1,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"84",20130630,"S08000019","","New Outpatient","Z9","d",5147,"",3616,"",2432,"",1272,"",519,"",309,"",140,"",115,"",62,"",43,"",32,"",33,"",25,"",71,"",17,"",0,"",1,"",0,"",1,"",0,"",0,"",0,"",2013-06-30
"85",20130630,"S08000020","","New Outpatient","Z9","d",11084,"",6845,"",6653,"",13,"",5,"",4,"",0,"",4,"",2,"",0,"",1,"",1,"",0,"",1,"",1,"",1,"",2,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"86",20130630,"S08000022","","New Outpatient","Z9","d",5496,"",3019,"",1681,"",247,"",75,"",36,"",8,"",20,"",15,"",4,"",4,"",7,"",9,"",22,"",10,"",5,"",2,"",3,"",4,"",5,"",2,"",23,"",2013-06-30
"87",20130630,"S08000024","","New Outpatient","Z9","d",20052,"",11425,"",6271,"",1294,"",706,"",407,"",176,"",167,"",115,"",82,"",37,"",37,"",23,"",89,"",31,"",12,"",5,"",3,"",6,"",3,"",2,"",24,"",2013-06-30
"88",20130630,"S08000025","","New Outpatient","Z9","d",309,"",131,"",55,"",7,"",1,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",1,"",0,"",1,"",0,"",0,"",1,"",1,"",0,"",0,"",0,"",2013-06-30
"89",20130630,"S08000026","","New Outpatient","Z9","d",476,"",273,"",117,"",24,"",8,"",2,"",2,"",1,"",0,"",0,"",0,"",0,"",1,"",2,"",2,"",0,"",1,"",1,"",3,"",1,"",0,"",0,"",2013-06-30
"90",20130630,"S08000028","","New Outpatient","Z9","d",480,"",228,"",98,"",31,"",14,"",9,"",4,"",8,"",6,"",3,"",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
"91",20130630,"S08000029","","New Outpatient","Z9","d",6511,"",3813,"",1652,"",260,"",117,"",48,"",18,"",6,"",9,"",3,"",2,"",0,"",2,"",1,"",3,"",2,"",2,"",0,"",0,"",0,"",0,"",7,"",2013-06-30
"92",20130630,"S08000030","","New Outpatient","Z9","d",10277,"",5825,"",2321,"",120,"",51,"",16,"",11,"",8,"",5,"",3,"",3,"",0,"",1,"",1,"",1,"",0,"",0,"",1,"",2,"",0,"",0,"",0,"",2013-06-30
"93",20130630,"S08000031","","New Outpatient","Z9","d",34823,"",18796,"",5391,"",8,"",19,"",5,"",2,"",4,"",0,"",1,"",1,"",0,"",0,"",0,"",0,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",2013-06-30
